signal_id,dimension,time_series
857,7168,[ -8.604532 -13.420545 -16.840467 ...  20.024765  19.841099  19.915396]
858,9855,[15.002003  15.092659  15.259189  ... -7.0083914 -6.0718465 -4.879931 ]
859,6144,[11.863945  11.701883  11.661614  ... -7.0083914 -6.0718465 -4.879931 ]
860,5505,"[ 0.5056796   0.54915524  0.6869846  ...  0.09804    -1.3334305
 -1.7763258 ]"
861,7815,[ 0.3595106  1.5355768  1.5623593 ...  3.1431584  1.7609997 -2.693786 ]
862,5373,[  8.462814   8.483188   8.917555 ...  -8.377459 -14.232631 -19.510654]
863,7684,[8.462814   8.483188   8.917555   ... 0.03993404 1.5280223  4.1749167 ]
864,7431,[-6.111264  -2.8740273 -0.7340683 ... 26.393969  25.686169  25.340483 ]
865,5627,"[ -3.839122   -6.451439   -6.8612103 ... -11.7313795 -11.168461
 -10.960555 ]"
866,5627,[ 8.804143  8.418978  8.178394 ... 17.618343 18.020992 18.361506]
867,5243,[11.310612  10.947348  10.6863165 ... 23.822462  23.460798  23.255    ]
868,6021,"[-9.070904   -9.255259   -9.382986   ... -0.6488973  -0.54559255
 -0.06624862]"
869,3326,"[ 0.2221174   0.13115264 -0.25534543 ...  4.0733066   4.926341
  5.0263443 ]"
870,5243,"[-10.612131  -10.499336  -10.339555  ...   2.630695    2.7218056
   2.841648 ]"
871,4350,[11.348019  10.86775   10.389111  ... -2.3094063 -2.3807197 -2.3687594]
872,4735,[12.383391 12.855375 13.16078  ... 16.395252 16.756874 17.211723]
873,9085,[-26.42055  -26.371265 -26.50897  ...   9.930004  10.057305  10.123571]
874,6906,"[ -7.0639625  -7.1927056  -7.445723  ... -15.809477  -16.539368
 -17.10881  ]"
875,8700,[16.561022  16.13152   15.724014  ...  3.3513408  3.603249   3.9205022]
876,7938,"[-1.0949228  -0.11561944  1.004647   ... -0.6528138  -0.47213507
 -0.2730954 ]"
877,6397,[2.7817223 2.081932  0.8225031 ... 5.4613323 5.2786794 5.172926 ]
878,6914,[4.441108 4.371177 4.367647 ... 8.930845 8.607912 8.320157]
879,3457,[-9.224448 -9.325166 -9.365553 ... -9.179442 -9.187705 -9.1154  ]
880,5120,[-9.029904  -8.94866   -8.867122  ... -5.6853375 -5.53111   -5.3683486]
881,7676,[-9.029904  -8.94866   -8.867122  ... -4.2905846 -4.4235444 -4.487142 ]
882,5243,[2.2692058  2.267434   2.257631   ... 0.5537978  0.53211355 0.47244322]
883,5890,"[ 1.0506423   0.9435891   0.82199246 ...  0.5684907  -0.34929213
 -1.0515145 ]"
884,6652,"[ 1.6460266   0.70634985 -1.0682658  ...  6.210639    6.1142006
  6.059093  ]"
885,7430,[ 6.0033293  5.952811   5.8445477 ... -2.4872248 -2.5259755 -2.514397 ]
886,8839,"[ 6.0033293   5.952811    5.8445477  ... -1.2192997  -1.0315422
 -0.75493765]"
887,5636,"[-19.017889   -18.815353   -18.705446   ...  -1.2192997   -1.0315422
  -0.75493765]"
888,6652,"[-0.51813656 -0.3759116  -0.23384726 ... 29.71425    29.98641
 31.719557  ]"
889,8323,"[ -8.48294    -9.692327  -10.715212  ...   7.05445     7.3930855
   8.821292 ]"
890,5759,"[ -8.3522415  -6.9722714  -6.0859346 ... -11.87236   -10.934643
  -8.053193 ]"
891,7684,[-6.8220406 -5.59492   -6.8765163 ...  4.2490067  6.697382   8.711183 ]
892,7553,[10.771816  11.011573  10.750425  ...  9.351792  10.3824415 10.818961 ]
893,6267,[ 6.322031   6.660357   6.6903086 ... -5.494513  -4.8424625 -3.7895887]
894,6275,[10.817354 10.365575 10.441585 ... 11.516591 11.209981 11.218195]
895,7290,[11.949442  12.527497  12.416348  ... -4.2583246 -5.4625516 -7.400503 ]
896,3964,[ 8.943041   9.968332   9.086346  ... -4.2583246 -5.4625516 -7.400503 ]
897,8831,"[ -9.514243  -11.080608  -11.4733925 ...  13.325368   14.099958
  14.896162 ]"
898,8700,"[  4.5247846   5.390452    5.669244  ... -12.449015  -12.3517
 -12.899576 ]"
899,7815,[15.408063  15.70317   16.019909  ...  7.8942847  7.2771196  6.671943 ]
900,8700,"[  7.8007116   7.828567    7.707331  ... -17.239347  -17.206343
 -16.955282 ]"
901,8700,[-7.825171  -7.312872  -6.667228  ...  2.7780087  3.1536126  3.8721633]
902,7938,[1.0171704  1.3391954  1.8006318  ... 0.5565525  0.8697027  0.76531625]
903,5759,[ 3.3801851  4.0395527  3.8372846 ... -7.6169987 -7.424807  -7.3627543]
904,8831,[-7.380506  -7.2976155 -7.0729914 ... 40.050602  39.68648   39.67893  ]
905,7299,"[17.407528   16.394909   15.332007   ...  0.5541843   0.5282835
  0.49127927]"
906,6914,"[ -1.5054679  -1.4896661  -1.4848322 ... -12.128113  -11.924449
 -11.745551 ]"
907,6275,[-16.923126 -16.839546 -16.849854 ...  12.256672  12.15699   12.033849]
908,7037,[7.5563736 7.5272174 7.5197697 ... 3.1922839 3.2158532 3.2299201]
909,3842,[-10.037019  -9.94915   -9.927256 ...  13.072024  12.446086  11.715126]
910,4604,[11.049801 10.27291   9.510905 ... -9.707458 -9.860679 -9.95881 ]
911,4604,[11.049801 10.27291   9.510905 ... -9.707458 -9.860679 -9.95881 ]
912,4997,[-3.522038  -3.6096234 -3.694671  ...  4.6959114  4.6625237  4.593336 ]
913,7676,"[  4.5224156   4.4019656   4.285262  ... -10.265694  -10.248511
 -10.176616 ]"
914,6529,[-3.941764  -4.0111394 -4.0969214 ...  2.770911   3.333819   3.1067247]
915,6652,[-1.0947403 -0.9958289 -0.9053129 ... -3.3755946 -3.2751045 -3.3511453]
916,6398,[2.3087525 2.315384  2.3663516 ... 5.1962147 6.774571  6.5041256]
917,9600,"[  2.950474    2.93459     2.9450874 ... -22.74238   -22.86812
 -23.178017 ]"
918,6275,[  8.638279   8.846637   8.557267 ... -22.74238  -22.86812  -23.178017]
919,7676,"[-23.577915  -23.819452  -23.847607  ...   6.1093035   6.0589595
   6.0498195]"
920,8831,[-6.664125  -6.427156  -6.115388  ...  3.0327976  3.2773802  3.534519 ]
921,7291,"[-25.26483   -25.95271   -26.779531  ...   3.7524197   3.7958636
   3.755555 ]"
922,3588,"[ 3.7120712e+00  3.6818662e+00  3.6492989e+00 ...  1.6450067e-03
  1.8953055e-02 -8.6599678e-02]"
923,5759,[2.0016248 1.915521  1.855068  ... 4.488154  4.622742  4.75624  ]
924,8577,[ 3.8206859  3.780781   3.7362964 ... 23.148087  22.883488  22.638418 ]
925,4989,[ 4.760641  4.733283  4.629886 ... 23.37238  21.923431 20.438913]
926,7684,[-15.937346 -15.748882 -15.561245 ...  -6.196482  -6.351754  -6.490462]
927,10240,[ 3.2966492  2.7142909  2.1505153 ... -7.8341455 -8.121004  -8.395426 ]
928,8446,"[-0.92618954 -1.0158919  -1.1049812  ... -7.680446   -7.861665
 -8.042475  ]"
929,7553,[-1.4982357 -1.6146767 -1.7180641 ...  4.215193   4.318621   4.5161376]
930,9216,[-2.1946566 -2.4677887 -2.794741  ... 10.083722  10.194359  10.27309  ]
931,8323,[28.175367  27.795988  27.385363  ...  2.9769163  3.505162   4.0627866]
932,3580,[12.333747  11.989137  10.960924  ...  3.929054   3.4424632  3.7197065]
933,3325,[ 3.8832595  3.885042   3.0399127 ... -8.443181  -8.208173  -7.854712 ]
934,2565,[-7.440829  -7.072571  -6.597162  ... -5.8605957 -6.774432  -7.581311 ]
935,7684,[-8.232077 -8.06665  -8.20218  ... 40.134224 39.843    39.265816]
936,8831,"[-0.802318   -0.73516864 -1.1142436  ... -1.4906193  -2.012972
 -2.3503075 ]"
937,6275,[ 0.6250881 -0.8778664 -1.8759665 ... -1.4906193 -2.012972  -2.3503075]
938,8323,[-2.4882464 -2.8722448 -3.5423205 ... -2.4791167 -2.6430323 -2.8066869]
939,5120,[6.2609363 6.2984657 6.3057704 ... 4.4671087 4.4327364 4.303431 ]
940,6529,"[-11.358338  -11.466593  -11.535022  ...   2.6176744   2.4732554
   2.4012725]"
941,3580,"[-1.3373353  -0.83006716 -0.35009697 ... 11.036988   11.07128
 11.058091  ]"
942,6783,"[-23.164995  -23.113728  -23.004953  ...  -1.7232088  -1.7135323
  -1.766534 ]"
943,5628,[ 1.8598752  2.02152    2.1742678 ... -4.253534  -4.2259216 -4.2153707]
944,7807,"[-0.45272148 -0.3792691  -0.3165224  ...  9.38402     9.350623
  9.306396  ]"
945,3326,[0.49938938 0.58454096 0.6996267  ... 9.38402    9.350623   9.306396  ]
946,4612,[2.56911    2.56209    2.4565213  ... 1.1351869  0.68063444 0.29669946]
947,6406,[ 9.607645   9.878378  10.1667795 ...  2.8763492  2.8666198  2.8382998]
948,3842,"[ -1.2836806  -1.411407   -1.5364522 ... -11.841836  -11.520569
 -11.3206415]"
949,4227,"[-11.250071  -11.290127  -11.3271475 ...  -6.2801604  -6.163184
  -6.0373597]"
950,7168,"[-11.250071  -11.290127  -11.3271475 ...  -7.031419   -7.1263337
  -7.1319637]"
951,5374,[-7.101508  -7.0904727 -7.1600018 ...  9.9515915 10.039542  10.156662 ]
952,7938,"[  9.4744215   9.557772    9.655743  ... -14.784647  -15.027465
 -15.235374 ]"
953,6906,[ 9.636268  9.822014 10.102839 ... 20.61131  20.767359 20.922829]
954,5382,[21.027866  21.122313  21.213478  ... -3.01897   -2.6364255 -2.2462769]
955,7299,[ 21.027866  21.122313  21.213478 ... -21.536259 -21.155455 -20.746252]
956,8577,[-5.634803  -5.900351  -6.2382946 ... 15.052472  14.454333  13.920822 ]
957,6013,"[-20.286503  -19.794844  -19.303364  ...   6.4386697   6.883135
   7.170456 ]"
958,6529,[ 7.343771   7.488316   7.7358212 ... -3.9737408 -3.9647753 -3.9244692]
959,4735,"[6.1914369e-02 3.9587563e-04 2.0677119e-01 ... 6.0526867e+00 6.1687565e+00
 6.2727814e+00]"
960,4219,[ 11.784721  11.661293  11.700872 ... -16.256775 -16.632553 -16.984968]
961,9339,"[ -4.8657627  -5.0146246  -5.2512684 ... -14.539225  -14.557201
 -14.533097 ]"
962,7037,[10.28169    9.216191   8.353519  ...  4.4790797  4.326844   4.2235436]
963,7430,[ 1.6797311  1.7960981  1.8213804 ... -7.5844016 -8.156665  -8.89128  ]
964,7938,[  8.797868   8.835222   8.895949 ... -10.045188 -10.049281 -10.097183]
965,5759,"[ -0.11296606  -0.24219157  -0.36433858 ... -10.045188   -10.049281
 -10.097183  ]"
966,6144,"[-0.64920866 -0.93436337 -1.2268814  ...  2.1854777   2.163039
  2.1861007 ]"
967,6529,[1.2071923 1.3487475 1.457522  ... 2.411112  2.3955352 2.4138784]
968,7553,[2.0863087  1.9470935  1.8175501  ... 0.30083397 0.4490351  0.7592452 ]
969,5505,[1.8647977  1.7347994  1.5738353  ... 0.30083397 0.4490351  0.7592452 ]
970,4358,[2.2220523 2.259924  2.2974827 ... 1.3014257 1.8601365 1.5108984]
971,3334,"[ 1.2267187  -0.1332686  -1.7565682  ... -0.02653153  0.18273617
  0.12343245]"
972,6021,"[  4.090154    4.5448008   4.8861012 ... -18.86183   -18.758549
 -18.823206 ]"
973,3072,[-6.9513216 -6.8677053 -6.7945533 ...  1.9011083  2.0333757  2.0480256]
974,8061,[0.44620082 0.53892535 0.46813786 ... 5.4619055  5.59081    5.2595806 ]
975,10240,[ 5.1651425  4.29762    3.6223927 ... -5.159156  -5.115828  -5.071938 ]
976,10109,[ 3.4930696  6.6490006  8.252988  ... -6.995944  -7.225423  -7.4109974]
977,9470,"[-12.2514515 -11.911459  -11.759285  ...  -4.874197   -5.0526357
  -5.222647 ]"
978,3842,[0.47265476 0.3227867  0.39133614 ... 1.685197   1.7431977  1.6779045 ]
979,7037,[1.4790655 1.1323341 0.7532958 ... 9.3920555 9.383683  9.40031  ]
980,7299,[ 9.437833   9.511462   9.56175   ... -5.841275  -5.9341793 -6.0078797]
981,6021,[-1.1096765 -1.0867445 -1.2849194 ...  2.8650455  2.5714688  2.3857532]
982,2941,[ 0.7751081  1.020936   1.2390361 ... -4.8060365 -4.8922577 -4.914123 ]
983,2941,[-8.822771  -8.576942  -8.300127  ...  4.8214755  5.0812416  5.2770085]
984,7037,"[-0.97526455 -1.0519427  -1.1293464  ... -1.6265975  -1.5973861
 -1.5736095 ]"
985,6521,[ 2.8324137  2.8264287  2.82046   ... 19.959501  20.20361   20.50297  ]
986,9593,[2.8324137 2.8264287 2.82046   ... 6.704421  6.618803  6.4861946]
987,8577,[-2.9088914 -3.1425796 -3.302375  ... 14.199694  13.982661  13.5431185]
988,9347,[ 20.827711  21.111168  21.40007  ... -30.604141 -30.30508  -29.921396]
989,5505,[24.821524  24.21028   23.559998  ... -4.824562  -4.8386803 -4.8139606]
990,3842,[-3.7555742 -3.8960266 -4.0575356 ... 12.787385  12.699851  12.704306 ]
991,3072,[8.658523   8.88364    9.048855   ... 0.42864233 0.77685356 1.5449113 ]
992,3710,"[ 1.9711148   0.6100247  -0.8472914  ... -0.06791846 -0.03078642
  0.68807274]"
993,3965,[-5.961367  -6.089536  -6.2590027 ...  7.157124   7.085548   7.034719 ]
994,6021,[6.996819  6.99178   6.920254  ... 2.3735538 2.4685345 2.5517435]
995,5374,[2.752208  3.0026379 3.2513516 ... 2.7920449 2.7982118 3.0011606]
996,8446,[4.416118  4.5865936 4.719071  ... 4.2477694 3.8195825 3.687277 ]
997,4096,"[-1.8071915e-01 -7.7299918e-03  6.1297312e-02 ...  1.4076184e+01
  1.4033475e+01  1.4014554e+01]"
998,8446,"[-0.18071915 -0.00772999  0.06129731 ... -6.554229   -6.68285
 -6.7735896 ]"
999,8446,"[-12.896373  -13.026588  -12.931267  ...  -8.223645   -8.086745
  -7.6054115]"
1000,5759,[-6.7547164 -6.5539236 -6.1831336 ... -8.223645  -8.086745  -7.6054115]
1001,4612,[-6.7237887 -5.9251738 -5.9610543 ... -8.977359  -8.414923  -8.934399 ]
1002,6398,"[-10.269333  -11.742185  -12.388916  ...  -5.9572744  -4.9870777
  -4.509553 ]"
1003,8831,[ 2.3341482  1.7956951  1.159915  ...  2.386161   2.2550395 -1.2318187]
1004,3973,"[-0.88525873 -0.89076596 -0.6784548  ...  2.5160432   2.1633694
  1.5205132 ]"
1005,7807,[ 1.8357184  2.0258348  1.8725835 ... -3.7619865 -3.6156256 -3.5536163]
1006,7422,[7.951997  7.395047  6.858891  ... 0.8842944 1.1682646 1.442403 ]
1007,5120,"[ 0.39315677 -0.09214549 -0.02066383 ...  3.8661647   3.060382
  2.6391022 ]"
1008,6529,[3.7429688 2.931685  1.3638753 ... 7.074741  7.3378844 6.105783 ]
1009,4997,[-2.9679544 -2.5914958 -2.3249965 ... 18.764788  17.760853  17.556875 ]
1010,5243,[ 17.649115  17.338024  16.829285 ... -17.108446 -16.45691  -16.088362]
1011,9855,[-1.5795453 -2.2004647 -1.788737  ...  4.6648006  3.4631734  2.287155 ]
1012,8962,"[ -1.3566432   -0.63376164  -0.71206236 ... -39.52441    -38.907806
 -38.43333   ]"
1013,7045,[-5.7207828 -5.9678273 -5.850791  ... 10.3794775 10.393838  10.359979 ]
1014,5251,[23.121885  23.082838  23.083067  ...  2.9665754  3.0224142  3.069603 ]
1015,4989,"[-0.31626976 -0.0988858  -0.23816517 ...  1.6927829   1.7769276
  2.2111742 ]"
1016,4481,[-5.682663  -5.417796  -5.405571  ... -2.6655934 -5.7499566 -7.0902667]
1017,7299,"[-13.506429  -13.431735  -13.504804  ...  -6.383416   -6.4975796
  -6.509253 ]"
1018,6144,"[ 0.43500382  0.6306235   0.7904514  ...  1.1428008  -0.665893
 -1.1585177 ]"
1019,7938,[11.573675  10.9741335 11.081234  ... -1.4207778 -1.4740117 -1.4087148]
1020,5120,[ 0.7408669  1.0994972  0.9237588 ... -2.7106676 -2.9172606 -2.7787106]
1021,5120,[ 0.7408669  1.0994972  0.9237588 ... -2.7106676 -2.9172606 -2.7787106]
1022,8446,[-2.381721  -2.2764773 -2.5241256 ...  6.250169   6.3344774  6.4198437]
1023,6529,[2.214661  2.1909232 1.640626  ... 2.6148412 2.5312855 2.4444504]
1024,6144,"[ 2.1280642   1.6362768   1.4334314  ...  0.14450164 -0.3494495
 -1.3079736 ]"
1025,5120,[-4.9386773 -5.0759315 -5.0658946 ...  3.6275032  4.031689   4.0975676]
1026,7046,[-1.7925618 -1.6337285 -1.4882907 ... -1.0250944 -1.8687413 -2.2455738]
1027,6529,[-1.6175672 -1.2814277 -0.8305233 ... -8.423776  -8.651514  -9.206059 ]
1028,4989,[0.76730675 0.68725425 0.71547365 ... 1.1476374  1.1879296  1.366205  ]
1029,4858,[-3.683311  -3.6188474 -3.6025815 ...  5.4923377  5.54691    5.5678463]
1030,5890,"[ -0.47103336  -0.5666026   -0.36758012 ... -13.135267   -13.214908
 -13.413545  ]"
1031,7807,[ 8.806309   8.771667   8.742837  ... -1.9605896 -1.9523681 -1.9489064]
1032,6398,[ 1.5946051  1.6754153  1.7141654 ... -3.674365  -3.6591036 -3.6017058]
1033,6406,[ 5.2033     5.2213125  5.248929  ... -9.097589  -9.147765  -9.198727 ]
1034,4358,[0.2631153  0.30057096 0.3269085  ... 4.6352725  4.645525   4.6417956 ]
1035,5120,[13.883876 13.797006 13.76504  ...  9.731123  9.664281  9.552298]
1036,5120,[7.2575336 7.220925  7.137062  ... 5.1475077 5.1218762 5.023395 ]
1037,5505,[7.2575336 7.220925  7.137062  ... 4.243601  4.222417  4.1694984]
1038,7168,[4.125818  3.9679244 3.7956123 ... 9.090691  9.141715  9.176061 ]
1039,4866,[ 5.1985416  5.6118746  5.87347   ... -2.5445573 -2.4187162 -2.2685142]
1040,6144,"[-2.1893382  -2.1521769  -2.0363638  ... -0.68618214 -0.35513633
 -0.30025476]"
1041,8831,[7.7974005 7.877591  7.914161  ... 3.4564254 3.1839988 2.861615 ]
1042,5759,[-5.6621976 -5.445232  -5.247184  ...  3.4564254  3.1839988  2.861615 ]
1043,3326,[-7.333366  -7.3225875 -7.351878  ... -1.6528535 -1.6363093 -1.5725322]
1044,4866,"[-12.088726  -12.004645  -11.911643  ...  -2.6395466  -2.996748
  -3.3139029]"
1045,6021,[ 1.0753983  0.8724878  0.6993008 ... -1.8761272 -1.829307  -1.7713495]
1046,6144,[1.0753983 0.8724878 0.6993008 ... 4.7040205 4.976696  5.2440004]
1047,2687,"[-1.811429   -1.9188135  -1.9895402  ...  0.42650983  0.4371683
  0.49330038]"
1048,4350,"[ 0.00384987  0.0035145   0.00785378 ... -1.623152   -1.2567647
 -0.83021134]"
1049,6267,[0.2750096  0.27245817 0.29033524 ... 0.84276074 0.86620194 0.8506315 ]
1050,3711,[1.463445   1.1382337  0.55091506 ... 0.7256407  1.0683666  1.0086042 ]
1051,5120,"[ 2.141057    1.4504437   0.11436939 ... -6.6176724  -6.5075855
 -6.5521526 ]"
1052,5382,"[ 2.4311883   2.3260064   2.3240242  ... -0.21338071  0.24823977
  0.5124303 ]"
1053,8069,[2.4311883 2.3260064 2.3240242 ... 2.7812996 2.588254  2.678114 ]
1054,4227,[ 1.5634025  1.2989932  1.0157803 ... -1.1458664 -1.4641949 -1.5785898]
1055,5374,[-1.2705075 -1.0296658 -1.078931  ... -2.91366   -3.149465  -3.254146 ]
1056,7938,[-3.214963  -3.9301658 -4.058296  ...  1.1208875  1.0577333  1.1491554]
1057,4743,[-7.0666337 -7.0965524 -7.209375  ...  0.934477   0.7630247  0.7894506]
1058,5505,"[-7.0666337  -7.0965524  -7.209375   ...  2.0075784   0.14581338
  0.36829993]"
1059,4358,"[ 2.5288708   2.451246    2.3995283  ... -0.6068165  -0.56277555
 -0.5338204 ]"
1060,4350,"[-2.7701805  -2.8440094  -2.8915925  ...  0.6149857   0.6074401
  0.61192435]"
1061,4219,[-0.937686  -0.9129265 -0.9520544 ...  2.28406    2.325327   2.3552296]
1062,8323,[-2.2951055 -2.0794542 -1.9642973 ... -4.116919  -4.0645514 -4.0213714]
1063,3580,"[-14.093549  -14.227752  -14.374267  ...  -3.0535889  -3.0096335
  -2.9612958]"
1064,6021,[-1.9584217 -1.9343647 -1.7996068 ... -3.138953  -2.8782737 -2.833695 ]
1065,6013,[-3.0319924 -3.3856988 -3.5513816 ... -4.2890854 -3.3644822 -2.3690085]
1066,5243,[16.753168  16.895565  16.947472  ... -4.2890854 -3.3644822 -2.3690085]
1067,2310,"[ -1.4614991   -0.59828544   0.18324533 ... -12.835776   -12.061902
 -11.185964  ]"
1068,4219,"[-10.198211   -9.157478   -8.214376  ...  -5.446729   -5.3941417
  -5.3059115]"
1069,3326,"[-5.2166314  -5.1253295  -5.0339932  ...  0.04821217  0.03836636
  0.00991292]"
1070,4997,[9.3921995 8.98004   8.588953  ... 2.8939013 3.1034448 3.356201 ]
1071,4612,[1.8376095 1.8343935 1.8309757 ... 1.4350961 1.4940903 1.5445224]
1072,6914,[4.6548343 4.3629518 4.400632  ... 9.119028  8.837977  8.538735 ]
1073,6398,"[  4.22788     3.96364     3.5934792 ... -10.968808  -10.950802
 -12.244016 ]"
1074,7930,"[  4.22788     3.96364     3.5934792 ... -12.779564  -12.789535
 -13.084055 ]"
1075,8962,[-8.35441   -8.456953  -8.13439   ... -3.980125  -2.7034078 -2.6170254]
1076,7299,[21.097279  20.307749  19.29133   ...  4.5384383  5.2634864  4.6218643]
1077,5890,[2.2196052 1.9909565 1.7394474 ... 5.1347713 5.1512675 5.08295  ]
1078,3072,[4.955025  4.9384217 4.9429674 ... 2.8719995 2.5379837 2.3257315]
1079,4989,[2.3602092  2.459061   2.504131   ... 0.84600943 1.0166357  1.2008544 ]
1080,3203,[1.3522542 1.5201861 1.7116058 ... 5.8499894 6.044262  6.2488236]
1081,3965,[6.41138   6.585     6.764145  ... 3.417328  3.379522  3.3208516]
1082,7168,[-1.7187325 -1.6606688 -1.6333802 ... 10.116712  10.466121  10.583622 ]
1083,8962,"[-29.139957  -29.308016  -29.46414   ...  -2.0598922  -2.1299608
  -2.1895611]"
1084,3457,[3.3423197 3.4394991 3.5298777 ... 5.01087   4.8673253 4.706559 ]
1085,8708,[ 4.5780187  4.4570613  4.3926287 ... 12.593485  12.609235  12.602619 ]
1086,9601,[-2.6234179 -2.455701  -2.3938925 ... 25.755293  26.007254  26.240719 ]
1087,9093,"[-24.567793  -24.248646  -23.797522  ...   1.7819302   1.6587727
   1.5637105]"
1088,4227,"[  2.0313065   2.063274    2.0877442 ... -13.517077  -13.560081
 -13.571196 ]"
1089,5759,[-10.039557 -10.37312  -10.602891 ...   9.687808  10.169629  10.564059]
1090,8445,"[-17.970795  -17.976337  -18.00138   ...  -5.1417947  -5.126963
  -5.0395904]"
1091,5505,[-4.5458083 -4.750554  -4.9962916 ... -5.1417947 -5.126963  -5.0395904]
1092,4866,[-4.927102  -4.836945  -4.717655  ... -0.8172665 -0.774313  -0.7528732]
1093,5251,"[-8.400862   -8.469119   -8.524175   ... -0.63361096 -0.5810531
 -0.56356937]"
1094,6906,"[ 0.9705061   0.90128464  0.8679571  ... 20.92974    21.04226
 21.200027  ]"
1095,5636,[21.39694   21.545843  21.754574  ...  3.2820127  3.436489   3.5387707]
1096,7422,[2.6947935 2.8173404 2.9035957 ... 5.8347993 5.8003573 5.715689 ]
1097,6783,"[ 0.23788457  0.5431269   0.83641547 ... -0.5258839  -0.49264908
 -0.42275983]"
1098,6906,"[ 3.8015027   3.7382872   3.6763468  ... -0.70739853 -0.53848666
 -0.2930384 ]"
1099,5251,[5.653396  5.0538006 4.4095    ... 2.686828  2.680826  2.729609 ]
1100,5505,"[-0.37867245 -0.4116018  -0.41308844 ...  1.1595011   1.1333932
  1.0830885 ]"
1101,3711,"[-0.92544883 -0.9843944  -1.0294336  ... -4.6649966  -4.8895693
 -4.960979  ]"
1102,3326,"[-0.69843036 -0.7172379  -0.70036864 ... -4.1694026  -4.135146
 -4.115327  ]"
1103,4997,[ 6.4889197  6.689907   6.898087  ... -1.4925407 -1.5025339 -1.5371046]
1104,7676,[-1.665087  -1.658827  -1.7176732 ...  9.107451   9.202518   9.357901 ]
1105,7168,[ 7.701107  7.860168  8.026374 ... -9.717247 -9.454181 -9.218473]
1106,8191,[ 5.449974   5.38434    5.3765697 ... -1.3940063 -1.4049695 -1.4330931]
1107,3334,"[-3.7474165  -3.7386768  -3.724603   ...  0.14386456  0.2109257
  0.28223574]"
1108,5251,"[-8.030353   -8.105885   -8.176174   ...  0.55345905  0.35171607
  0.14105439]"
1109,3588,[-2.3386967 -2.342326  -2.3728771 ... -1.1517332 -1.1659442 -1.2374114]
1110,5374,[-2.4301412 -3.2802062 -4.0890846 ...  2.772185   2.7162654  2.3271997]
1111,8323,[4.3947234 4.2928786 4.188058  ... 7.780409  8.13856   8.458539 ]
1112,6782,[10.627204 10.734847 10.884569 ... -9.485002 -9.694577 -9.873444]
1113,6782,[10.627204 10.734847 10.884569 ... -9.485002 -9.694577 -9.873444]
1114,8192,[2.7066405 2.691426  2.553785  ... 2.6120155 2.460378  2.334928 ]
1115,9338,[3.9567668 3.790033  3.7359724 ... 1.7037252 1.5474443 1.4150606]
1116,8962,"[-12.461094  -12.268956  -12.107608  ...  -7.0318894  -6.689233
  -6.3489275]"
1117,7938,"[-4.1672645  -4.290054   -4.4375196  ... -0.6574075  -0.56144977
 -0.5931243 ]"
1118,6398,"[-5.9698677  -5.6203074  -5.343571   ... -0.6574075  -0.56144977
 -0.5931243 ]"
1119,6398,[-0.6270457 -0.5916844 -0.4415282 ... 12.23706   12.748245  13.176244 ]
1120,8323,[ 2.8773181  3.00794    3.0811121 ... -1.2310961 -1.543562  -1.8297334]
1121,6652,[-5.406364  -5.4381332 -5.5116897 ... -7.326089  -7.218641  -7.1054916]
1122,4866,[ -8.443115  -8.433505  -8.45457  ...  -9.578191  -9.823887 -10.139671]
1123,4866,[ -8.443115  -8.433505  -8.45457  ...  -9.578191  -9.823887 -10.139671]
1124,7430,[-4.9399357 -5.0307393 -5.1243887 ...  5.3132396  5.2995415  5.425993 ]
1125,6143,[ 7.76742   8.110484  8.514188 ... 13.088089 13.178699 13.244715]
1126,8953,[13.995084  14.115004  14.42243   ...  5.5452867  5.2923183  5.098485 ]
1127,6406,[ 4.962026   4.799336   4.5520134 ... -3.3301942 -3.5695539 -3.8388662]
1128,9347,"[ -6.2126217  -6.181688   -6.109581  ... -12.360295  -12.332211
 -12.285944 ]"
1129,5636,[-8.105448 -8.003605 -7.971744 ... 13.871147 13.897713 13.820861]
1130,7807,[-12.285505 -12.302976 -12.291118 ... -10.092382 -10.067725  -9.959637]
1131,5374,"[ -3.690022   -4.702992   -5.7595224 ... -10.092382  -10.067725
  -9.959637 ]"
1132,7676,"[ 0.40283057  0.26211652  0.15397608 ... -3.0602498  -2.9989417
 -2.9550993 ]"
1133,8831,[29.270256 29.856157 30.494547 ... 42.04654  41.825703 41.602985]
1134,7807,[-2.931327  -2.9234383 -2.9548144 ... -3.9759414 -3.9572265 -3.8037825]
1135,7168,"[-12.625294  -12.532467  -12.4250345 ...  -5.4108214  -5.3331313
  -5.2757254]"
1136,8192,[ 8.407003  8.379133  8.309275 ... 10.303853 11.462632 12.592205]
1137,6275,[ 7.474155   7.6276674  7.780422  ... -6.4229884 -6.2828436 -6.1352262]
1138,6529,[-1.9141293 -2.0000436 -2.1273055 ... -0.9137169 -1.2275847 -1.5170233]
1139,8454,[2.9834151 3.0398028 3.1102738 ... 7.0963326 7.29937   7.529964 ]
1140,6013,"[-20.414736  -20.487919  -20.593227  ...  -4.1150436  -4.1970015
  -4.31938  ]"
1141,3580,[7.512982  7.100136  6.92154   ... 2.3146725 2.0736346 2.181095 ]
1142,4350,[0.40640065 0.44379777 0.6096953  ... 1.0187054  0.97826904 0.883397  ]
1143,6783,[1.5850295 1.5970556 1.6018461 ... 7.5071535 7.3815846 7.226558 ]
